更新时间,#genre#
20260202 16:26,url

RespoTime,whitelist,#genre#
584.99ms,12-20 22:20_英超联赛_曼城 vs 西汉姆联_粤语,https://msj.188766.xyz/play?id=3000000010000009788&token=4c9e9aec4c9e9aec4c9e9aec4c9e9aec
585.06ms,台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-3.m3u8
585.10ms,CCTV4,http://60.2.190.206:4000/udp/239.253.93.193:6371
585.13ms,东森新闻,https://stream1.freetv.fun/dong-sen-xin-wen-2.m3u8
585.14ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-29.m3u8
585.23ms,TV3 SD,https://live.catvod.com/live.php?id=TV3_mega
585.33ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-11.ctv
585.41ms,CNN Indonesia,http://live.cnnindonesia.com/livecnn/smil:cnntv.smil/playlist.m3u8
585.46ms,Nickelodeon  (UK),https://t.freetv.fun/live/nickelodeon-4.m3u8
585.51ms,WFLA-DT1,https://fl1.moveonjoy.com/FL_Tampa_NBC/index.m3u8
585.52ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-15.ctv
585.52ms,西宁新闻综合,https://stream1.freetv.fun/xi-zhu-xin-wen-zong-he-1.m3u8
585.54ms,新西兰,https://live.adultiptv.net/latina.m3u8
585.56ms,Trace Urban「4gTV」,https://tv.iill.top/4gtv/4gtv-4gtv082&token=d69be6caf2bede4d3f6aaaa2b6093d96bd52c9fcaac6841e7bcdfdac12c1947a
585.58ms,CCTV14,http://58.57.40.22:9901/tsfile/live/1014_1.m3u8
585.58ms,Canal E,https://unlimited1-us.dps.live/perfiltv/perfiltv.smil/perfiltv/livestream2/chunks.m3u8
585.62ms,河北卫视,http://dms.yryyj.site:8188/udp/239.76.245.199:1234
585.71ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-12.m3u8
585.75ms,Suspilne Sport,http://cdnua05.hls.tv/934/hls/8743361621b245838bee193c9ec28322/4856/stream.m3u8
585.82ms,TVBDRAMA,http://iptv.4666888.xyz/iptv2A.php?id=33
585.90ms,桀骜不驯认识,https://www.goodiptv.club/douyu/2041014
585.93ms,TBN Armenia,https://164475.gvideo.io/mpegts/164475_650646/master_mpegts.m3u8
585.98ms,辽宁公共,http://dassby.qqff.top:99/live/辽宁公共/index.m3u8
586.00ms,重庆汽摩,http://183.64.181.25:40023/rongchang01.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
586.04ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-5.ctv
586.10ms,CNBC ASIA,https://t.freetv.fun/live/cnbc-asia.m3u8
586.10ms,TRT Avaz,https://tv-trtavaz.medya.trt.com.tr/master.m3u8
586.17ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-40.m3u8
586.24ms,浙江民生休闲,https://stream1.freetv.fun/zhe-jiang-min-sheng-xiu-xian-4.m3u8
586.25ms,西藏卫视,http://219.146.95.58:59902/tsfile/live/0111_1.m3u8?txiptv
586.32ms,云菲菲40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5207287179922382380_hlsb.m3u8
586.33ms,民视第一,https://stream1.freetv.fun/min-shi-di-yi-1.ctv
586.35ms,文成二套,http://l.cztvcloud.com/channels/lantian/SXwencheng2/720p.m3u8
586.39ms,中天新闻,https://stream1.freetv.fun/zhong-tian-xin-wen-5.m3u8
586.42ms,辽宁影视剧,https://stream1.freetv.fun/liao-zhu-ying-shi-ju-1.m3u8
586.48ms,LIFESTYLE TV,https://t.freetv.fun/live/biznet-lifestyle.m3u8
586.51ms,靖洋卡通,http://nmk.ioapk.com:5050/li-4gtv-4gtv057/index.m3u8?proxy=true
586.53ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-1.m3u8
586.63ms,Euro Tv,https://5f22d76e220e1.streamlock.net/eurotv/eurotv/playlist.m3u8
586.77ms,金昌综合,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
586.87ms,飞鸟和蝉-任然,https://vd4.bdstatic.com/mda-kmagpap54qyv855r/v1-cae/1080p/mda-kmagpap54qyv855r.mp4
586.96ms,澳門MACAU[geo-blocked],https://t.freetv.fun/live/ao-men-macau.m3u8
586.98ms,香港_C+_,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
587.09ms,开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
587.12ms,CCTV17,http://dms.yryyj.site:8188/udp/239.76.245.238:1234
587.13ms,Беларусь 2,https://t.freetv.fun/live/belarus-24.m3u8
587.20ms,甄嬛传高清06,https://play.xluuss.com/play/rb2kQ7jd/index.m3u8
587.25ms,福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
587.33ms,民视台湾,https://stream1.freetv.fun/min-shi-tai-wan-7.ctv
587.33ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-1.m3u8
587.34ms,井冈山|澜露直播,http://play-a2.quklive.com/live/1743498103845328.m3u8
587.35ms,王菲合集1,https://vd4.bdstatic.com/mda-pg3m9czi01sgmas7/sc/cae_h264/1688505868106382211/mda-pg3m9czi01sgmas7.mp4
587.39ms,Channel 8,https://app.viloud.tv/hls/channel/57148804a268f59e0c1af0c1b67a2f7e.m3u8
587.42ms,四川卫视,https://stream1.freetv.fun/si-chuan-wei-shi-gao-qing-1.ctv
587.48ms,日本|购物频道,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8
587.59ms,澳視葡文,https://t.freetv.fun/live/ao-shi-pu-wen-1.m3u8
587.60ms,乌克兰,https://live.adultiptv.net/fetish.m3u8
587.63ms,好消息,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
587.66ms,PARAMOUNT,https://t.freetv.fun/live/paramount-plus-4.m3u8
587.72ms,Fuji TV (540p),https://fujitv4.mov3.co/hls/fujitv.m3u8
587.73ms,民视,http://nmk.ioapk.com:5050/4gtv-4gtv002/index.m3u8?proxy=true
587.75ms,Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
587.76ms,穿越狮子的领地,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/ea08ccce272f4b7984eb665a97bab536/1200.m3u8
587.78ms,博斯高球2 ,https://live.catvod.com/live.php?id=bosigolf2_twn
587.86ms,陈瑞36首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5204472429788093934_hlsb.m3u8
587.93ms,Kontra,https://kontralive.siliconweb.com/live/kontratv/playlist.m3u8
587.94ms,浙江钱江都市,http://ali-xwl.cztv.com/live/channel021080Plxw.m3u8
587.97ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-16.ctv
587.99ms,任贤齐36首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012023525680703_hlsb.m3u8
588.00ms,河南卫视MCP,https://live.ottiptv.cc/mcp/henan.m3u8?userid=5559462299&sign=76900dff1c441208789ce04f2deb3f4842543af1249637911829f245866c68967eec6271c1ed8dba83b736550da62e2d8ca90d017cdb97a6ee313b92b5d313e3a4bb47b2723ff81903ee745576&auth_token=1b99577efa5a3442ca4c7820d6e0b4e8
588.18ms,FOX Los Angeles,https://t.freetv.fun/live/abc-7-los-angeles-ca-kabc-tv-720p.m3u8
588.18ms,Grit Xtra (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-gritxtra-tablo/playlist.m3u8
588.31ms,DELUXE MUSIC RAP,https://sdn-global-live-streaming-packager-cache.3qsdn.com/65183/65183_264_live.m3u8
588.40ms,西班牙,https://live.adultiptv.net/interracial.m3u8
588.43ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-15.ctv
588.51ms,CCTV8,http://183.215.134.239:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
588.53ms,鎏酸v,https://www.goodiptv.club/douyu/9546016
588.55ms,Jászsági Térségi TV,https://cloudfront44.lexanetwork.com:1344/relay01/broadcast007.sdp/playlist.m3u8
588.56ms,广西卫视,https://stream1.freetv.fun/52c0a80fd71da625bb7598408847c09e8bc7a1277d37354cbee4a624ffc7d994.m3u8
588.62ms,沈丘新闻综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
588.67ms,澳視綜藝[geo-blocked],https://t.freetv.fun/live/ao-men-zong-yi.m3u8
588.69ms,Lifetime East,https://fl1.moveonjoy.com/LIFETIME/index.m3u8
588.74ms,寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-2.m3u8
588.74ms,第一剧场,http://171.83.103.119:9999/rtp/239.69.1.74:10084
588.81ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-8.m3u8
588.84ms,KTTV-DT1 (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00488-foxdigital-fox11losangeleskttv-vizious/playlist.m3u8
588.99ms,深圳卫视,http://222.214.208.34:59901/tsfile/live/0126_1.m3u8
589.01ms,Arirang TV,https://t.freetv.fun/live/arirang-tv-un.m3u8
589.10ms,VEVO 1,https://t.freetv.fun/live/vevo-latino.m3u8
589.12ms,Vevo90s,https://amg00056-vevotv-vevo90saunz-samsungau-n6a0d.amagi.tv/playlist/amg00056-vevotv-vevo90saunz-samsungau/playlist.m3u8
589.17ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-4.ctv
589.27ms,甄嬛传高清04,https://play.xluuss.com/play/qaQWB6Md/index.m3u8
589.34ms,CCTV5+,http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
589.35ms,MLB Network,https://fl1.moveonjoy.com/MLB_NETWORK/index.m3u8
589.38ms,Poudre School District TV (PSD TV) (Fort Collins CO) (720p),https://reflect-broadcast-psdschools.cablecast.tv/live-6/live/live.m3u8
589.44ms,Video Star Tv Sicilia,https://stream9.xdevel.com/video0s976556-1321/stream/playlist.m3u8
589.48ms,阿飞,https://www.goodiptv.club/huya/11352934
589.48ms,云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
589.48ms,歷史頻道2,https://t.freetv.fun/live/li-shi-4.m3u8
589.65ms,寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-5.m3u8
589.66ms,CCTV3,https://www.freetv.top/migu/624878271.m3u8?migutoken=cc5fda32f92c3778b4ec917c6edfddfb427acd161372f4acf6deb16520a123904ce79198d9cf1f7cc96dea7795d561a75b2b3581a0bfcffa303d18f45a217ff78e8dcdaf915667846e1465145a
589.78ms,BBC Earth,https://hls.iill.top/api/BBC-Earth/playlist.m3u8
589.85ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-2.m3u8
589.87ms,庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?fbl=
590.10ms,Россия К,https://t.freetv.fun/live/rossiia-k-8.m3u8
590.30ms,宁夏卫视,http://113.25.252.226:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
590.31ms,Bobross,https://live.iill.top/twitch/Bobross
590.40ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-5.ctv
590.47ms,CCTV4,http://60.2.190.206:4000/rtp/239.253.93.193:6371
590.47ms,Al Jazeera English,https://live-hls-web-aje-fa.getaj.net/AJE/index.m3u8
590.54ms,CCTV7,http://222.214.208.34:59901/tsfile/live/0007_1.m3u8
590.54ms,萧山新闻综合,https://stream1.freetv.fun/xiao-shan-xin-wen-zong-he-9.m3u8
590.60ms,KBS 1TV,http://mytv.dothome.co.kr/ch/public/1.php
590.71ms,甄嬛传高清71,https://play.xluuss.com/play/9b6842Oe/index.m3u8
590.73ms,CNN en Español,https://t.freetv.fun/live/ny-en-espanol.m3u8
590.82ms,CCTV9,https://api.olelive.com/dis/live/CCTV9HD/hls.m3u8
590.88ms,海峡卫视,https://live.catvod.com/live.php?id=hxws01
591.03ms,LSTV,https://t.freetv.fun/live/ltv.m3u8
591.03ms,靖天综合,http://nmk.ioapk.com:5050/4gtv-4gtv046/index.m3u8?proxy=true
591.39ms,浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8
591.48ms,🎬Hustler HD Europe,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/T7DRNUUUKCQLH6/244/index.m3u8
591.54ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-1.m3u8
591.56ms,Orange County Vision TV (Orange County FL) (720p),https://otv3.ocfl.net/VisionTV/smil:VisionTV.smil/playlist.m3u8
591.65ms,第一财经,https://stream1.freetv.fun/ipv6-di-yi-cai-jing-6.m3u8
591.81ms,GetTV (480p),https://fl1.moveonjoy.com/GET_TV/index.m3u8
591.84ms,河南卫视,https://stream1.freetv.fun/fb4223368cf11a66a175bd13d3c85ec45923c351e13c75c3a67c5514232729e1.ctv
591.93ms,НТВ,https://t.freetv.fun/live/ntv-12.m3u8
591.96ms,深圳卫视,http://113.26.202.52:1299/tsfile/live/0126_1.m3u8
592.01ms,Marquee Sports Network,https://fl1.moveonjoy.com/MARQUEE_SPORTS_NETWORK/index.m3u8
592.11ms,Россия К,https://t.freetv.fun/live/rossiia-k-9.m3u8
592.14ms,佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-1.ctv
592.19ms,绥江广播电视,http://60.160.23.32:8100/media/livepkgr/sjtv/playlist.m3u8
592.26ms,淫狼心1994年,https://play.modujx15.com/20240826/s7xspBOi/2000kb/hls/index.m3u8
592.31ms,香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
592.32ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-2.ctv
592.36ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-20.ctv
592.40ms,搞笑天堂岛,https://www.goodiptv.club/douyu/6916081
592.46ms,赤焰锦衣卫第06集,https://vip.lz-cdn14.com/20230118/17534_0e417c9c/index.m3u8
592.49ms,BBC Lifestyle,https://hls.iill.top/api/BBC-Lifestyle/playlist.m3u8
592.68ms,CGTN Arabic,https://dash3.antik.sk/live/test_cgtn_arb_tizen/playlist.m3u8
592.71ms,邯郸科技|澜露直播,http://ylt.7766.org:333/hls/31/index.m3u8
592.86ms,skysports,https://stream1.freetv.fun/skysports-2.ctv
592.88ms,X-Desire,https://t.freetv.fun/live/desire.m3u8
593.07ms,民视第一,http://nmk.ioapk.com:5050/li-4gtv-4gtv003/index.m3u8?proxy=true
593.09ms,江西卫视,http://222.214.208.34:59901/tsfile/live/0138_1.m3u8
593.11ms,ШАНСОН ТВ,https://t.freetv.fun/live/shanson-tv-2.m3u8
593.13ms,瑞丽综合,http://live.ynurl.com/video/s10021-rltv/index.m3u8?zyund
593.17ms,广州新闻,https://stream1.freetv.fun/yan-zhou-xin-wen-21.ctv
593.20ms,TVB Jade,https://live.catvod.com/live.php?id=Tvbjade
593.33ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-6.m3u8
593.53ms,湖南经视|澜露直播,http://183.215.134.239:19901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
593.56ms,ReTV,https://retv2132.bstrm.net/slive/_definst_/retv_retv_channel_5k7_42787_default_891_hls.smil/playlist.m3u8
593.56ms,InfoWars Network (1080p),https://freespeech.akamaized.net/hls/live/2016712/live1/playlist.m3u8
593.58ms,РТР-Планета Ⓢ,https://player.smotrim.ru/iframe/stream/live_id/63251
593.59ms,「电视伴音」CETV1,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8
593.66ms,龙游新闻,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
593.69ms,湖南卫视,http://api.kkitv.itv888.cn:8080/hls/hoxiunz7ce/index.m3u8
593.78ms,南县新闻|澜露直播,http://183.215.134.239:19901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
593.83ms,🎬Redlight ,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/T7DRNUUUKCQLH6/9066/index.m3u8
593.90ms,胡椒粉的胡歌,https://www.goodiptv.club/douyu/5448413
594.02ms,甄嬛传高清07,https://play.xluuss.com/play/9b684BLe/index.m3u8
594.03ms,TVB无线星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
594.05ms,哈尔滨资讯,http://stream.hrbtv.net/zxpd/sd/live.m3u8
594.22ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-25.ctv
594.33ms,海南公共,https://stream1.freetv.fun/ipv6-hai-nan-gong-gong-9.m3u8
594.44ms,武乡新闻综合,http://60.220.198.84:81/0.m3u8
594.48ms,CCTV9,http://dms.yryyj.site:8188/udp/239.76.246.159:1234
594.62ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-23.ctv
594.69ms,CCTV5+,https://api.olelive.com/dis/live/CCTV5PHD/hls.m3u8
594.70ms,TVB星河（多音轨字幕）,https://live.catvod.com/live.php?id=tvbxh01
594.76ms,Ha Noi TV1,https://t.freetv.fun/live/hanoitv1.m3u8
594.78ms,Skysports Main Event,https://live.catvod.com/live.php?id=tiankongmain
594.88ms,НТВ,https://t.freetv.fun/live/ntv-11.m3u8
594.96ms,RTVE 24H,https://ztnr.rtve.es/ztnr/1694255.m3u8
594.98ms,东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
594.98ms,CCTV9,https://www.freetv.top/migu/673168140.m3u8?migutoken=21079ccc296663c0852d7aa559706185d47321c401459ef6e4d341547dda558accb1b561b9935ba84cc9506d0ad03b0489b131d25c50278952093cf2b5b7913fb43c8c0effa57085fdad555379
595.00ms,甄嬛传高清08,https://play.xluuss.com/play/Xe0RPLVb/index.m3u8
595.05ms,林忆莲30首经典金曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5250071375165662691_hlsb.m3u8
595.08ms,西藏卫视,https://stream1.freetv.fun/d90f781fc61300e7f5a098be9c3dcd60c7cc26592d9911f549548970347b8f1b.ctv
595.11ms,Oasis,https://live.catvod.com/live.php?id=Oasis
595.12ms,安徽综艺体育,https://stream1.freetv.fun/an-hui-zong-yi-ti-yu-4.ctv
595.15ms,Wild Earth,https://t.freetv.fun/live/wildearth-1.m3u8
595.29ms,四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
595.35ms,La 2 (Canarias),https://ztnr.rtve.es/ztnr/5468585.m3u8
595.43ms,Global News,https://t.freetv.fun/live/ch-ng-global-news.m3u8
595.46ms,湖南都市|澜露直播,http://183.215.134.239:19901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
595.53ms,gslaini,https://www.goodiptv.club/douyu/6997954
595.70ms,江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
595.72ms,Fano Tv,https://diretta.arcapuglia.it:8080/live/fanotv/index.m3u8
595.87ms,ESPN U (720p),https://fl1.moveonjoy.com/ESPN_U/index.m3u8
595.89ms,甄嬛传高清02,https://play.xluuss.com/play/RdG6oMrb/index.m3u8
596.02ms,CCTV9,https://www.freetv.top/migu/673168140.m3u8?migutoken=bf18bf699c0dc93a6e5b0ebd94f0e14b7aac68f848bdb2bfc52120a5b0c3db69e41d1b5ff8515aa4da37ccb9412e9b6e42b02d94c62edccf595ab49084cce74ebcb951706db0ff5c76ecbe35fe
596.06ms,CCTV5,http://www.freetv.top/migu/641886683.m3u8?migutoken=cea30189b17e30fb3b4876609eb6e3128f840f8ab5db6f9643403213dc9980613938be69b13fe0290d2c44f0052b78d90c669a2f92e28951f92da861b7cba070b55ec1b4fe1a92a2c133c43c4c
596.07ms,佛山影视,https://stream1.freetv.fun/fo-shan-ying-shi-1.ctv
596.08ms,XSport Ⓢ,http://cdnua05.hls.tv/946/hls/8743361621b245838bee193c9ec28322/3999/stream.m3u8
596.17ms,加勒比_北川,https://fc.maa1804.com/n/sfxuwjeqel/sfxuwjeqel.m3u8
596.23ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-12.m3u8
596.29ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-37.m3u8
596.35ms,江苏卫视,http://222.214.208.34:59901/tsfile/live/0127_1.m3u8
596.38ms,CCTV2,http://222.214.208.34:59901/tsfile/live/0002_1.m3u8
596.49ms,江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
596.62ms,大湾区卫视,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=850
596.69ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-3.ctv
596.71ms,浙江国际,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8?a=1000&d=4e3d476240659192311f471b7b63aec2&k=d26568bae9dd23dd781c769c148459b2&t=1683180450
596.82ms,Omroep Brabant,http://d3slqp9xhts6qb.cloudfront.net/live/omroepbrabant/tv/index.m3u8
596.86ms,天籁古典,http://stream3.hndt.com/now/MdOpB4zP/playlist.m3u8
596.90ms,MTV2 (720p),https://fl1.moveonjoy.com/MTV_2/index.m3u8
596.99ms,HOY TV,http://cdn.132.us.kg/live/hoy/stream.m3u8
597.00ms,第1商业,https://edgeone.passwdword.xyz/ofiii.php?token=passwd&id=4gtv-4gtv104
597.08ms,RTC Telecalabria,https://w1.mediastreaming.it/calabriachannel/livestream/playlist.m3u8
597.22ms,CCTV5,http://60.2.190.206:4000/udp/239.253.92.181:6046
597.30ms,东森综合,https://haoyunlai.serv00.net/Smartv-1.php?id=ettvzhonghe
597.33ms,Channel U,http://cdn6.163189.xyz/163189/chu
597.38ms,Channel U,https://app.viloud.tv/hls/channel/aaf404bee904cff424bb5d1f6fdf9333.m3u8
597.39ms,「电视伴音」CCTV15,https://piccpndali.v.myalicdn.com/audio/cctv15_2.m3u8
597.50ms,韩宝仪40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5250634324924434598_hlsb.m3u8
597.53ms,臺視綜合,https://t.freetv.fun/live/tai-shi-zong-he.php
597.56ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-1.ctv
597.72ms,涪陵电视台,http://183.64.215.48:1002/1.m3u8
597.82ms,淘电影,https://stream1.freetv.fun/tao-dian-ying-11.ctv
597.88ms,凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-4.m3u8
597.91ms,一路向西（完整版）2013年,https://1080p.huyall.com/play/QbYvXMKd/index.m3u8
597.95ms,云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian,
597.95ms,四川影视|澜露直播,http://shawn1057.myqnapcloud.com:4022/rtp/239.93.0.166:5140
598.00ms,Aghapy Kids (1080p),https://5b622f07944df.streamlock.net/aghapykids.tv/aghapykids2/playlist.m3u8
598.12ms,旺苍新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
598.14ms,兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
598.22ms,VIUTV粤,http://rihou.cc:555/tv/[PL]VIUTV粤
598.28ms,Gulli  (FR),https://t.freetv.fun/live/gulli-girl-2.m3u8
598.28ms,湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564
598.40ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
598.42ms,江西卫视,https://www.freetv.top/migu/783847495.m3u8?migutoken=38b42decc187cc22bb6309841b51df21f3267227cda2e6b190e60e89845ff5fc5218e399e58130d340f3843cc52bc7332faab30e83454d30c4bcd929a0f847f12972351c12fcdccb0b5bc6bd54
598.44ms,Dorcel TV,https://t.freetv.fun/live/dorcel.m3u8
598.53ms,「境外广播」RTHK5,https://rthkradio5-live.akamaized.net/hls/live/2040081/radio5/master.m3u8
598.55ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-1.ctv
598.59ms,浙江民生休闲,https://stream1.freetv.fun/zhe-jiang-min-sheng-xiu-xian-1.m3u8
598.70ms,翡翠台,http://fm1077.serv00.net/Smart.php?id=jade_twn
598.75ms,🎬Frenchlover,http://d3opspehgd3862dmfdp3sdf.siauliairsavlt.org/iptv/T7DRNUUUKCQLH6/12124/index.m3u8
598.89ms,奇兮兮悄陌,https://www.goodiptv.club/douyu/953193
599.02ms,Onda Novara Tv,https://585b674743bbb.streamlock.net/9006/9006/playlist.m3u8
599.06ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-41.ctv
599.13ms,Disney Jr,https://t.freetv.fun/live/disney-jr.m3u8
599.15ms,History(USA),https://t.freetv.fun/live/history-tv18.m3u8
599.16ms,广州新闻,https://stream1.freetv.fun/yan-zhou-xin-wen-12.ctv
599.28ms,台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-17.m3u8
599.35ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-3.m3u8
599.40ms,广安公共,http://live1.gatv.com.cn:85/live/GGPD.m3u8
599.44ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-2.m3u8
599.49ms,内江资中综合,http://8.138.7.223/tv/sc.php?id=nj_zz1
599.49ms,无线新闻2,http://bxtv.3a.ink/mytv/mytvts3.333.php?id=wxxw
599.55ms,四川科教|澜露直播,http://112.19.88.97:8899/rtp/239.11.0.194:5140
599.59ms,RT ARABIC,https://rt-arb.rttv.com/live/rtarab/playlist.m3u8
599.61ms,甄嬛传高清01,https://play.xluuss.com/play/9aADgM7e/index.m3u8
599.84ms,陕西卫视,https://www.freetv.top/migu/738910838.m3u8?migutoken=09026016da7aaebfe2b5209620fc769e607da89e9872bcd4ce9a1aa613405ea811b20cce8e1b873dca65260651de86493b78c99585316805a4c193ef7565454d0b61da13cfee7568a580cd052a
599.84ms,民视第一,https://stream1.freetv.fun/min-shi-di-yi-3.ctv
599.88ms,Tcf Tv,https://stream10.xdevel.com/video1s977294-1864/stream/playlist.m3u8
599.88ms,CCTV12,https://www.freetv.top/migu/673168185.m3u8?migutoken=850e10c4b3e2559846e644627d1497207d19de95ff18847d49e0964a8624df5197b1262ebe2daea9c3cfc41d24fec5145f55e042a0eec5e360ac914bf90f7be722595f32839fa076275e91b466
600.20ms,秀才侃娱乐,https://www.goodiptv.club/douyu/9382873
600.40ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-8.m3u8
600.54ms,成都经济|澜露直播,http://uo202.1985001.xyz:66/rtp/239.93.0.17:1239
600.65ms,CCTV4,https://api.olelive.com/dis/live/CCTV4HD/hls.m3u8
600.68ms,天映（多音轨字幕）,https://live.catvod.com/live.php?id=typd02
600.69ms,东方卫视,http://api.kkitv.itv888.cn:8080/hls/p269fvbehye/index.m3u8
600.80ms,CCTV16,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
600.82ms,甄嬛传高清03,https://play.xluuss.com/play/1aM8xJPe/index.m3u8
600.86ms,ELTA生活旅遊,https://t.freetv.fun/live/eltasheng-huo-lu-you-5.m3u8
600.92ms,吉林卫视,http://drive.mxmy.net:8888/udp/239.3.1.240:8172
600.98ms,东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-9.m3u8
601.11ms,Channel 8,http://cdn6.163189.xyz/163189/ch8
601.15ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-25.ctv
601.16ms,CNN en Español,https://t.freetv.fun/live/beyblade-en-espanol.m3u8
601.17ms,菏泽综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
601.22ms,CGTN(Spain),https://t.freetv.fun/live/cgtn-8.m3u8
601.25ms,绍兴文化影院,https://stream1.freetv.fun/shao-xing-wen-hua-ying-yuan-3.m3u8
